original_index,imageid,predicted_category,true_category,predicted_category_name,true_category_name
5467,img_5467,2280,2403,Journaux et revues occasion,Lots livres et magazines
5471,img_5471,2582,1280,Mobilier et accessoires de jardin,Jouets enfant
5473,img_5473,1280,1302,Jouets enfant,Jeux et accessoires de plein air
5476,img_5476,40,2280,Jeux consoles neuf,Journaux et revues occasion
5477,img_5477,2905,2280,Jeux PC en téléchargement,Journaux et revues occasion
5478,img_5478,1940,2705,Épicerie,Livres neufs
5480,img_5480,10,2705,Livres occasion,Livres neufs
5482,img_5482,1940,2583,Épicerie,Piscine et accessoires
5483,img_5483,1560,2060,Mobilier,Décoration
5484,img_5484,2060,2582,Décoration,Mobilier et accessoires de jardin
5486,img_5486,2403,1280,Lots livres et magazines,Jouets enfant
5489,img_5489,1280,2060,Jouets enfant,Décoration
5490,img_5490,1300,2582,Modélisme,Mobilier et accessoires de jardin
5492,img_5492,2582,2583,Mobilier et accessoires de jardin,Piscine et accessoires
5493,img_5493,2585,2583,Outillage de jardin,Piscine et accessoires
5494,img_5494,2060,1140,Décoration,Objets pop culture
5496,img_5496,2585,1300,Outillage de jardin,Modélisme
5498,img_5498,2905,1281,Jeux PC en téléchargement,Jeux enfant
5502,img_5502,2582,2060,Mobilier et accessoires de jardin,Décoration
5511,img_5511,2060,1320,Décoration,Puériculture
5513,img_5513,2280,2403,Journaux et revues occasion,Lots livres et magazines
5517,img_5517,1140,1280,Objets pop culture,Jouets enfant
5524,img_5524,1300,1280,Modélisme,Jouets enfant
5525,img_5525,2403,1160,Lots livres et magazines,Cartes de jeux
5530,img_5530,1140,2583,Objets pop culture,Piscine et accessoires
5532,img_5532,10,2280,Livres occasion,Journaux et revues occasion
5534,img_5534,2060,1560,Décoration,Mobilier
5535,img_5535,2705,2280,Livres neufs,Journaux et revues occasion
5538,img_5538,2522,50,Fournitures papeterie,Accessoires gaming
5541,img_5541,2522,2060,Fournitures papeterie,Décoration
5543,img_5543,1302,2583,Jeux et accessoires de plein air,Piscine et accessoires
5548,img_5548,2060,1560,Décoration,Mobilier
5554,img_5554,1280,2060,Jouets enfant,Décoration
5558,img_5558,2585,1560,Outillage de jardin,Mobilier
5559,img_5559,1281,1280,Jeux enfant,Jouets enfant
5560,img_5560,1280,1300,Jouets enfant,Modélisme
5563,img_5563,1560,1302,Mobilier,Jeux et accessoires de plein air
5565,img_5565,2060,1302,Décoration,Jeux et accessoires de plein air
5566,img_5566,2522,2585,Fournitures papeterie,Outillage de jardin
5568,img_5568,1281,1180,Jeux enfant,Jeux de rôle et figurines
5570,img_5570,40,1281,Jeux consoles neuf,Jeux enfant
5572,img_5572,2522,1560,Fournitures papeterie,Mobilier
5575,img_5575,40,2403,Jeux consoles neuf,Lots livres et magazines
5577,img_5577,2582,1560,Mobilier et accessoires de jardin,Mobilier
5578,img_5578,1280,2060,Jouets enfant,Décoration
5581,img_5581,1300,1280,Modélisme,Jouets enfant
5582,img_5582,1160,1281,Cartes de jeux,Jeux enfant
5583,img_5583,1320,2583,Puériculture,Piscine et accessoires
5585,img_5585,1140,1280,Objets pop culture,Jouets enfant
5588,img_5588,50,2583,Accessoires gaming,Piscine et accessoires
5589,img_5589,2582,2583,Mobilier et accessoires de jardin,Piscine et accessoires
5591,img_5591,1281,2403,Jeux enfant,Lots livres et magazines
5594,img_5594,10,2403,Livres occasion,Lots livres et magazines
5596,img_5596,1302,1280,Jeux et accessoires de plein air,Jouets enfant
5598,img_5598,1281,1280,Jeux enfant,Jouets enfant
5600,img_5600,1301,2060,Lingerie enfant et jeu de bar,Décoration
5602,img_5602,2585,2582,Outillage de jardin,Mobilier et accessoires de jardin
5608,img_5608,1280,2060,Jouets enfant,Décoration
5612,img_5612,1160,40,Cartes de jeux,Jeux consoles neuf
5614,img_5614,2220,1920,Animalerie,Linge de maison
5616,img_5616,1180,1140,Jeux de rôle et figurines,Objets pop culture
5621,img_5621,1281,2583,Jeux enfant,Piscine et accessoires
5625,img_5625,1940,2522,Épicerie,Fournitures papeterie
5627,img_5627,50,2583,Accessoires gaming,Piscine et accessoires
5630,img_5630,2905,2403,Jeux PC en téléchargement,Lots livres et magazines
5636,img_5636,2585,1300,Outillage de jardin,Modélisme
5640,img_5640,2060,1300,Décoration,Modélisme
5642,img_5642,2280,2585,Journaux et revues occasion,Outillage de jardin
5644,img_5644,1302,1300,Jeux et accessoires de plein air,Modélisme
5645,img_5645,2585,2060,Outillage de jardin,Décoration
5646,img_5646,2585,1560,Outillage de jardin,Mobilier
5649,img_5649,1280,40,Jouets enfant,Jeux consoles neuf
5652,img_5652,1560,2582,Mobilier,Mobilier et accessoires de jardin
5654,img_5654,1281,2522,Jeux enfant,Fournitures papeterie
5655,img_5655,1280,1281,Jouets enfant,Jeux enfant
5656,img_5656,1301,2403,Lingerie enfant et jeu de bar,Lots livres et magazines
5658,img_5658,1300,2582,Modélisme,Mobilier et accessoires de jardin
5659,img_5659,50,1300,Accessoires gaming,Modélisme
5661,img_5661,2582,1560,Mobilier et accessoires de jardin,Mobilier
5662,img_5662,1281,1280,Jeux enfant,Jouets enfant
5666,img_5666,1560,1281,Mobilier,Jeux enfant
5667,img_5667,2462,2403,Console et Jeux vidéos occasion,Lots livres et magazines
5668,img_5668,1560,1920,Mobilier,Linge de maison
5671,img_5671,2582,1560,Mobilier et accessoires de jardin,Mobilier
5672,img_5672,2462,2280,Console et Jeux vidéos occasion,Journaux et revues occasion
5673,img_5673,2705,1160,Livres neufs,Cartes de jeux
5679,img_5679,40,10,Jeux consoles neuf,Livres occasion
5680,img_5680,2220,2582,Animalerie,Mobilier et accessoires de jardin
5681,img_5681,1140,40,Objets pop culture,Jeux consoles neuf
5683,img_5683,1140,2462,Objets pop culture,Console et Jeux vidéos occasion
5684,img_5684,40,1940,Jeux consoles neuf,Épicerie
5686,img_5686,40,1920,Jeux consoles neuf,Linge de maison
5689,img_5689,2522,50,Fournitures papeterie,Accessoires gaming
5694,img_5694,2582,1320,Mobilier et accessoires de jardin,Puériculture
5696,img_5696,2403,10,Lots livres et magazines,Livres occasion
5700,img_5700,1280,1281,Jouets enfant,Jeux enfant
5703,img_5703,2060,2582,Décoration,Mobilier et accessoires de jardin
5704,img_5704,1140,2060,Objets pop culture,Décoration
5706,img_5706,2280,2403,Journaux et revues occasion,Lots livres et magazines
5712,img_5712,1300,2060,Modélisme,Décoration
5714,img_5714,2585,2583,Outillage de jardin,Piscine et accessoires
5715,img_5715,2705,2403,Livres neufs,Lots livres et magazines
5720,img_5720,1560,2583,Mobilier,Piscine et accessoires
5721,img_5721,1320,2583,Puériculture,Piscine et accessoires
5723,img_5723,2403,40,Lots livres et magazines,Jeux consoles neuf
5725,img_5725,2585,1560,Outillage de jardin,Mobilier
5726,img_5726,2060,2582,Décoration,Mobilier et accessoires de jardin
5728,img_5728,1320,1180,Puériculture,Jeux de rôle et figurines
5731,img_5731,2522,2583,Fournitures papeterie,Piscine et accessoires
5732,img_5732,2060,1920,Décoration,Linge de maison
5735,img_5735,1280,1302,Jouets enfant,Jeux et accessoires de plein air
5737,img_5737,10,2403,Livres occasion,Lots livres et magazines
5738,img_5738,2280,10,Journaux et revues occasion,Livres occasion
5740,img_5740,2060,1180,Décoration,Jeux de rôle et figurines
5743,img_5743,10,50,Livres occasion,Accessoires gaming
5747,img_5747,2522,2585,Fournitures papeterie,Outillage de jardin
5749,img_5749,1300,1280,Modélisme,Jouets enfant
5755,img_5755,1302,1920,Jeux et accessoires de plein air,Linge de maison
5757,img_5757,2060,1920,Décoration,Linge de maison
5775,img_5775,2462,2403,Console et Jeux vidéos occasion,Lots livres et magazines
5779,img_5779,2280,1280,Journaux et revues occasion,Jouets enfant
5782,img_5782,1280,1300,Jouets enfant,Modélisme
5783,img_5783,2522,2583,Fournitures papeterie,Piscine et accessoires
5784,img_5784,1280,1281,Jouets enfant,Jeux enfant
5785,img_5785,10,2705,Livres occasion,Livres neufs
5787,img_5787,1302,2220,Jeux et accessoires de plein air,Animalerie
5789,img_5789,2060,1920,Décoration,Linge de maison
5791,img_5791,2462,40,Console et Jeux vidéos occasion,Jeux consoles neuf
5798,img_5798,50,1160,Accessoires gaming,Cartes de jeux
5799,img_5799,2280,2403,Journaux et revues occasion,Lots livres et magazines
5800,img_5800,2403,40,Lots livres et magazines,Jeux consoles neuf
5801,img_5801,1280,1140,Jouets enfant,Objets pop culture
5803,img_5803,2582,1920,Mobilier et accessoires de jardin,Linge de maison
5815,img_5815,2280,10,Journaux et revues occasion,Livres occasion
5818,img_5818,1302,1280,Jeux et accessoires de plein air,Jouets enfant
5821,img_5821,1280,1281,Jouets enfant,Jeux enfant
5823,img_5823,1160,50,Cartes de jeux,Accessoires gaming
5829,img_5829,1140,2060,Objets pop culture,Décoration
5833,img_5833,1140,1280,Objets pop culture,Jouets enfant
5834,img_5834,2060,1320,Décoration,Puériculture
5835,img_5835,1560,2060,Mobilier,Décoration
5839,img_5839,1302,50,Jeux et accessoires de plein air,Accessoires gaming
5841,img_5841,10,50,Livres occasion,Accessoires gaming
5844,img_5844,10,2522,Livres occasion,Fournitures papeterie
5847,img_5847,2403,1281,Lots livres et magazines,Jeux enfant
5848,img_5848,1281,2280,Jeux enfant,Journaux et revues occasion
5849,img_5849,1281,1320,Jeux enfant,Puériculture
5851,img_5851,2583,2060,Piscine et accessoires,Décoration
5852,img_5852,10,2403,Livres occasion,Lots livres et magazines
5854,img_5854,1560,2522,Mobilier,Fournitures papeterie
5856,img_5856,1302,2060,Jeux et accessoires de plein air,Décoration
5858,img_5858,1300,1280,Modélisme,Jouets enfant
5860,img_5860,2582,1560,Mobilier et accessoires de jardin,Mobilier
5861,img_5861,1281,1280,Jeux enfant,Jouets enfant
5863,img_5863,1300,2220,Modélisme,Animalerie
5865,img_5865,1940,2522,Épicerie,Fournitures papeterie
5872,img_5872,40,1281,Jeux consoles neuf,Jeux enfant
5882,img_5882,50,2060,Accessoires gaming,Décoration
5887,img_5887,2583,1300,Piscine et accessoires,Modélisme
5888,img_5888,2522,2585,Fournitures papeterie,Outillage de jardin
5889,img_5889,1281,1280,Jeux enfant,Jouets enfant
5892,img_5892,10,2280,Livres occasion,Journaux et revues occasion
5896,img_5896,40,1280,Jeux consoles neuf,Jouets enfant
5898,img_5898,2583,2585,Piscine et accessoires,Outillage de jardin
5899,img_5899,1301,2522,Lingerie enfant et jeu de bar,Fournitures papeterie
5903,img_5903,1920,2060,Linge de maison,Décoration
5909,img_5909,2060,1320,Décoration,Puériculture
5912,img_5912,1920,2582,Linge de maison,Mobilier et accessoires de jardin
5915,img_5915,1320,1280,Puériculture,Jouets enfant
5916,img_5916,1281,1302,Jeux enfant,Jeux et accessoires de plein air
5923,img_5923,2403,1300,Lots livres et magazines,Modélisme
5928,img_5928,1280,1320,Jouets enfant,Puériculture
5933,img_5933,1920,1560,Linge de maison,Mobilier
5935,img_5935,2905,2403,Jeux PC en téléchargement,Lots livres et magazines
5937,img_5937,1320,2522,Puériculture,Fournitures papeterie
5941,img_5941,2060,1560,Décoration,Mobilier
5946,img_5946,10,1281,Livres occasion,Jeux enfant
5949,img_5949,2705,2280,Livres neufs,Journaux et revues occasion
5951,img_5951,2905,2060,Jeux PC en téléchargement,Décoration
5955,img_5955,40,50,Jeux consoles neuf,Accessoires gaming
5961,img_5961,2585,1301,Outillage de jardin,Lingerie enfant et jeu de bar
5963,img_5963,2582,1560,Mobilier et accessoires de jardin,Mobilier
5970,img_5970,2220,1920,Animalerie,Linge de maison
5976,img_5976,2280,10,Journaux et revues occasion,Livres occasion
5978,img_5978,2060,2522,Décoration,Fournitures papeterie
5979,img_5979,1300,1280,Modélisme,Jouets enfant
5983,img_5983,2403,2280,Lots livres et magazines,Journaux et revues occasion
5985,img_5985,1280,1281,Jouets enfant,Jeux enfant
5987,img_5987,2582,1560,Mobilier et accessoires de jardin,Mobilier
5989,img_5989,1281,1280,Jeux enfant,Jouets enfant
5992,img_5992,2582,1320,Mobilier et accessoires de jardin,Puériculture
5995,img_5995,2585,2583,Outillage de jardin,Piscine et accessoires
5996,img_5996,1280,2582,Jouets enfant,Mobilier et accessoires de jardin
5997,img_5997,40,1281,Jeux consoles neuf,Jeux enfant
6002,img_6002,1320,2583,Puériculture,Piscine et accessoires
6004,img_6004,2582,2522,Mobilier et accessoires de jardin,Fournitures papeterie
6005,img_6005,2585,1560,Outillage de jardin,Mobilier
6011,img_6011,2403,10,Lots livres et magazines,Livres occasion
6018,img_6018,40,1140,Jeux consoles neuf,Objets pop culture
6027,img_6027,10,2280,Livres occasion,Journaux et revues occasion
6037,img_6037,2705,10,Livres neufs,Livres occasion
6040,img_6040,2462,2522,Console et Jeux vidéos occasion,Fournitures papeterie
6042,img_6042,1280,1281,Jouets enfant,Jeux enfant
6043,img_6043,10,2403,Livres occasion,Lots livres et magazines
6044,img_6044,1300,1280,Modélisme,Jouets enfant
6045,img_6045,1281,2522,Jeux enfant,Fournitures papeterie
6049,img_6049,1160,2280,Cartes de jeux,Journaux et revues occasion
6055,img_6055,2403,2280,Lots livres et magazines,Journaux et revues occasion
6056,img_6056,1560,2522,Mobilier,Fournitures papeterie
6058,img_6058,1940,1560,Épicerie,Mobilier
6059,img_6059,2585,2583,Outillage de jardin,Piscine et accessoires
6061,img_6061,2522,50,Fournitures papeterie,Accessoires gaming
6062,img_6062,2280,1160,Journaux et revues occasion,Cartes de jeux
6066,img_6066,1280,1300,Jouets enfant,Modélisme
6067,img_6067,10,2280,Livres occasion,Journaux et revues occasion
6068,img_6068,2060,2522,Décoration,Fournitures papeterie
6069,img_6069,40,2462,Jeux consoles neuf,Console et Jeux vidéos occasion
6071,img_6071,1280,1300,Jouets enfant,Modélisme
6072,img_6072,1302,50,Jeux et accessoires de plein air,Accessoires gaming
6073,img_6073,2583,1281,Piscine et accessoires,Jeux enfant
6075,img_6075,2582,1302,Mobilier et accessoires de jardin,Jeux et accessoires de plein air
6080,img_6080,10,2280,Livres occasion,Journaux et revues occasion
6081,img_6081,2582,2585,Mobilier et accessoires de jardin,Outillage de jardin
6082,img_6082,1320,2522,Puériculture,Fournitures papeterie
6083,img_6083,2585,1320,Outillage de jardin,Puériculture
6090,img_6090,1300,1280,Modélisme,Jouets enfant
6092,img_6092,2060,1920,Décoration,Linge de maison
6097,img_6097,60,2462,Consoles de jeux,Console et Jeux vidéos occasion
6099,img_6099,1940,2522,Épicerie,Fournitures papeterie
6100,img_6100,1302,1280,Jeux et accessoires de plein air,Jouets enfant
6102,img_6102,10,1180,Livres occasion,Jeux de rôle et figurines
6103,img_6103,2403,10,Lots livres et magazines,Livres occasion
6107,img_6107,1160,1180,Cartes de jeux,Jeux de rôle et figurines
6108,img_6108,2522,2583,Fournitures papeterie,Piscine et accessoires
6110,img_6110,10,2403,Livres occasion,Lots livres et magazines
6112,img_6112,40,1160,Jeux consoles neuf,Cartes de jeux
6116,img_6116,2403,10,Lots livres et magazines,Livres occasion
6119,img_6119,10,2280,Livres occasion,Journaux et revues occasion
6121,img_6121,1300,50,Modélisme,Accessoires gaming
6122,img_6122,1560,2582,Mobilier,Mobilier et accessoires de jardin
6124,img_6124,1920,2220,Linge de maison,Animalerie
6127,img_6127,1280,1281,Jouets enfant,Jeux enfant
6128,img_6128,1560,1920,Mobilier,Linge de maison
6129,img_6129,1281,1280,Jeux enfant,Jouets enfant
6130,img_6130,50,2583,Accessoires gaming,Piscine et accessoires
6131,img_6131,1280,2582,Jouets enfant,Mobilier et accessoires de jardin
6133,img_6133,1180,1280,Jeux de rôle et figurines,Jouets enfant
6138,img_6138,2403,2280,Lots livres et magazines,Journaux et revues occasion
6139,img_6139,1280,2220,Jouets enfant,Animalerie
6143,img_6143,1300,50,Modélisme,Accessoires gaming
6145,img_6145,1320,2582,Puériculture,Mobilier et accessoires de jardin
6150,img_6150,2583,2585,Piscine et accessoires,Outillage de jardin
6153,img_6153,2462,60,Console et Jeux vidéos occasion,Consoles de jeux
6154,img_6154,2585,1302,Outillage de jardin,Jeux et accessoires de plein air
6156,img_6156,2060,1300,Décoration,Modélisme
6158,img_6158,1302,2060,Jeux et accessoires de plein air,Décoration
6159,img_6159,10,2280,Livres occasion,Journaux et revues occasion
6160,img_6160,50,1300,Accessoires gaming,Modélisme
6163,img_6163,2060,1320,Décoration,Puériculture
6164,img_6164,1560,1320,Mobilier,Puériculture
6167,img_6167,1302,2060,Jeux et accessoires de plein air,Décoration
6168,img_6168,1140,1180,Objets pop culture,Jeux de rôle et figurines
6170,img_6170,1302,1280,Jeux et accessoires de plein air,Jouets enfant
6171,img_6171,1302,1280,Jeux et accessoires de plein air,Jouets enfant
6175,img_6175,1302,1280,Jeux et accessoires de plein air,Jouets enfant
6179,img_6179,1300,40,Modélisme,Jeux consoles neuf
6180,img_6180,2583,1140,Piscine et accessoires,Objets pop culture
6184,img_6184,2585,1140,Outillage de jardin,Objets pop culture
6185,img_6185,1281,1140,Jeux enfant,Objets pop culture
6189,img_6189,2060,2583,Décoration,Piscine et accessoires
6192,img_6192,1302,2462,Jeux et accessoires de plein air,Console et Jeux vidéos occasion
6194,img_6194,1920,2060,Linge de maison,Décoration
6198,img_6198,50,2583,Accessoires gaming,Piscine et accessoires
6199,img_6199,2522,50,Fournitures papeterie,Accessoires gaming
6200,img_6200,1560,1280,Mobilier,Jouets enfant
6201,img_6201,1281,1280,Jeux enfant,Jouets enfant
6203,img_6203,2280,2403,Journaux et revues occasion,Lots livres et magazines
6209,img_6209,10,40,Livres occasion,Jeux consoles neuf
6210,img_6210,1281,2522,Jeux enfant,Fournitures papeterie
6212,img_6212,1140,2280,Objets pop culture,Journaux et revues occasion
6213,img_6213,1560,2585,Mobilier,Outillage de jardin
6214,img_6214,2583,2585,Piscine et accessoires,Outillage de jardin
6218,img_6218,2522,60,Fournitures papeterie,Consoles de jeux
6219,img_6219,1302,2585,Jeux et accessoires de plein air,Outillage de jardin
6221,img_6221,1560,2582,Mobilier,Mobilier et accessoires de jardin
6224,img_6224,2705,2522,Livres neufs,Fournitures papeterie
6228,img_6228,2585,2522,Outillage de jardin,Fournitures papeterie
6235,img_6235,1140,1180,Objets pop culture,Jeux de rôle et figurines
6236,img_6236,1140,1280,Objets pop culture,Jouets enfant
6243,img_6243,2582,1280,Mobilier et accessoires de jardin,Jouets enfant
6250,img_6250,2582,2585,Mobilier et accessoires de jardin,Outillage de jardin
